code	char	count	examples
0508	好	1	game_dump\DATA\SCREVENT\MSG\EV088.DAT[6]: …つかの間の命…好きにするがよい…{END}
0509	工	8	game_dump\DATA\MEMCARD.DAT[3026]: アジト　毒ガス工場{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[26]: アジト　毒ガス工場{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1270]: アジト　毒ガス工場{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[3]: 博土の研究は、遺伝子の合成に\nよる究極の人工生命体の生成…{END} | game_dump\DATA\SCREVENT\MSG\EV033.DAT[0]: おのれ仮面ライダー…このコバルト爆弾工場を\n失っても…終りは…しな…い{END}
050B	更	11	game_dump\DATA\MENU\CONFIG_MSG.DAT[100]: キーコンフィグを変更します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[200]: サウンドモードを変更します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[201]: ステレオに変更します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[202]: モノラルに変更します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[300]: 変身シーンの表示変更をします{END}
050C	構	1	game_dump\DATA\SCREVENT\MSG\EV104.DAT[5]: たのむ…俺に構わないでくれ{END}
050E	行	36	game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[16]: フォーマットを行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END} | game_dump\DATA\MEMCARD.DAT[36]: システム設定ファイルに\nクリア情報のセーブを\n行いませんでした\n\nこのままゲームを終了しますか？{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[400]: ゲージの表示切替を行います{END}
050F	高	1	game_dump\DATA\SCREVENT\MSG\EV085.DAT[2]: たった今、私の最高傑作が完成した所だ{END}
0510	号	16	game_dump\DATA\MEMCARD.DAT[2000]: １号{END} | game_dump\DATA\MEMCARD.DAT[2004]: ２号{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[1]: ２００４…１９８８…！\nこれは年号だ{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[7]: お前たちは何者なんだ？それに\nこの装置に映ってる年号はいったい？{END} | game_dump\DATA\SCREVENT\MSG\EV043.DAT[10]: ４章１号編完\n続いて５章前半です{END}
0511	合	10	game_dump\DATA\SCREVENT\MSG\EV024.DAT[3]: 博土の研究は、遺伝子の合成に\nよる究極の人工生命体の生成…{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[50]: 俺たちの力を合わせれば、\nきっと奴らの計画を阻止できる！{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[22]: またここで落ち合おう{END} | game_dump\DATA\SCREVENT\MSG\EV094.DAT[4]: ま…間に合わなかったのか…？{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[43]: 私の研究…人工生命体との融合は人頬を\n助け進化させてゆくためのものだった…{END}
0512	告	12	game_dump\DATA\SCREVENT\MSG\EV022.DAT[5]: やがてお前達の世界は、大地の叫びと\n共に終りを告げる…{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[22]: 何をしている！報告せんか！{END} | game_dump\DATA\SCREVENT\MSG\EV079.DAT[4]: 警告…システム内に異物混入…\n警告…システム内に異物混入{END} | game_dump\DATA\SCREVENT\MSG\FILE_HINT.DAT[2]: 「変電器の修理報告」\nとかかれたファイルを入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[3]: ファイル『変電器の修理報告』を\n入手した{END}
0513	黒	4	game_dump\DATA\MENU\ITEM_MSG.DAT[33]: 『ブラックプレート』\n真中にメダルがはめこまれた\n黒いカード{END} | game_dump\DATA\SCREVENT\MSG\EV023.DAT[1]: ここから先には行かせん！\nこの電磁ムチで黒コゲになるがよい！{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[31]: うむ、おそらく奴がこの変異空間を\n作り、怪人を蘇らせた黒幕…{END} | game_dump\DATA\SCREVENT\MSG\R30KAKUHEKI.DAT[3]: 横に黒のカードリーダーがついている{END}
0514	獄	5	game_dump\DATA\SCREVENT\MSG\EV042.DAT[12]: 私はね地獄でも決して忘れなかった。\nお前に倒された…{END} | game_dump\DATA\SCREVENT\MSG\EV061.DAT[4]: ファイル『地獄大使の作戦計画書』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\EV081.DAT[2]: うはははは…。わしの名は地獄大使。\nよくも海底基地を破壊してくれたな…{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[14]: ファイル『地獄大使の作戦計画書』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\R22D.DAT[15]: 地獄大使の計画は阻止した……{END}
0515	込	34	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[17]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nメモリーカード差込口１に\nフォーマットのされている\nメモリーカード（ＰＳ２）を\n差してください{END} | game_dump\DATA\MEMCARD.DAT[19]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）に\nシステム設定ファイルがありません\n\nメモリーカード差込口１に\nシステム設定ファイルのある\nメモリーカード（ＰＳ２）を\n差してください{END}
0516	今	31	game_dump\DATA\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[33]: 今は先に進まなければ…{END} | game_dump\DATA\SCREVENT\MSG\EV002.DAT[3]: 今のは…なんだ？{END} | game_dump\DATA\SCREVENT\MSG\EV002.DAT[4]: 仮面ライダー、今に我々の\n本当の力を思い知らせてやる{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[5]: だが、今の博土はもう…俺の知っている\n博土ではない…{END}
0517	差	49	game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[8]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nフォーマットをしますか？{END} | game_dump\DATA\MEMCARD.DAT[10]: 新たにメモリーカード（ＰＳ２）が\n差されました{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[17]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\nフォーマットがされていません\n\nメモリーカード差込口１に\nフォーマットのされている\nメモリーカード（ＰＳ２）を\n差してください{END}
0519	再	9	game_dump\DATA\SCREVENT\MSG\EV002.DAT[5]: ドクガンダー、何度再生しようと\nお前たちの野望はオレが打ち砕く！{END} | game_dump\DATA\SCREVENT\MSG\EV002.DAT[6]: 再生？…フン、オレはもはや\nショッカーの一員ではない{END} | game_dump\DATA\SCREVENT\MSG\EV002.DAT[8]: 邪悪な力により再びこの世に生を受けた\n闇の世界の創造者なのだ！{END} | game_dump\DATA\SCREVENT\MSG\R06A.DAT[6]: 閉まっている…\n再びパソコンの操作が必要なようだ{END} | game_dump\DATA\SCREVENT\MSG\R06B.DAT[6]: 閉まっている…\n再びパソコンの操作が必要なようだ{END}
051A	最	2	game_dump\DATA\SCREVENT\MSG\EV085.DAT[2]: たった今、私の最高傑作が完成した所だ{END} | game_dump\DATA\SCREVENT\MSG\R10D.DAT[1]: 最近までつかわれていたようだ{END}
051B	採	7	game_dump\DATA\MEMCARD.DAT[3025]: 採石場{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[25]: 採石場{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[33]: バイクアクション採石場コース{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1260]: 採石場{END} | game_dump\DATA\SCREVENT\MSG\EV001.DAT[2]: １９７２年　１１月　採石場　{END}
051C	済	4	game_dump\DATA\SCREVENT\MSG\R11PC.DAT[7]: すでに『バーコードキー』は作成済だ{END} | game_dump\DATA\SCREVENT\MSG\R17SHOCKER.DAT[3]: すでに切換え済みだ{END} | game_dump\DATA\SCREVENT\MSG\R19DENJIROCK.DAT[21]: すでに『電磁キー』は使用済みだ{END} | game_dump\DATA\SCREVENT\MSG\R22BARIER.DAT[8]: すでにパスワードは入力済みだ{END}
051E	祭	1	game_dump\DATA\SCREVENT\MSG\EV088.DAT[4]: …ここは我が復活の祭壇…{END}
051F	細	1	game_dump\DATA\SCREVENT\MSG\EV046.DAT[3]: 細かい話は後回しにしましょう\n今やらなきゃいけないことは…{END}
0521	在	6	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[4]: 現在は使用できないようだ{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[32]: カードスロットがある\n現在はロックされている{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[9]: ２００４年の現在、{END} | game_dump\DATA\SCREVENT\MSG\EV078.DAT[1]: 仮面ライダー…忌まわしき存在め\nこれ以上の邪魔はさせん！！{END} | game_dump\DATA\SCREVENT\MSG\EV079.DAT[12]: …完全なる…復活…存在…{END}
0522	材	6	game_dump\DATA\SCREVENT\MSG\EV061.DAT[3]: きっと、奴らが運んでたのは\n基地を造るための資材なんだ{END} | game_dump\DATA\SCREVENT\MSG\R07D.DAT[7]: 研究用の機材が置かれている{END} | game_dump\DATA\SCREVENT\MSG\R20A.DAT[2]: 資材運搬に使用するものだろうか…{END} | game_dump\DATA\SCREVENT\MSG\R20B.DAT[5]: 資材運搬に使用するものだろうか…{END} | game_dump\DATA\SCREVENT\MSG\R20C.DAT[2]: 資材運搬に使用するものだろうか…{END}
0523	作	125	game_dump\DATA\MEMCARD.DAT[2]: システム設定ファイルを\n作成中です{END} | game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[9]: このゲームのデータをセーブするには\nメモリーカード（ＰＳ２）に\nシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[12]: データが破損しています\n\nセーブするためには\n新たにシステム設定ファイルを\n作成する必要があります\n\nシステム設定ファイルを作成しても\nよろしいですか？{END} | game_dump\DATA\MEMCARD.DAT[15]: システム設定ファイルの作成に\n失敗しました{END}
0524	殺	16	game_dump\DATA\MENU\STATUS_MSG.DAT[0]: 操作\nＬ１ボタン（チャージ）＋パンチ\nチャージ麗１〜５０％の必殺技{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[1]: 操作\nＬ１ボタン（チャージ）＋キック\nチャージ麗１〜５０％の必殺技{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[2]: 操作\nＬ１ボタン（チャージ）＋パンチ\nチャージ麗５１〜１００％の必殺技{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[3]: 操作\nＬ１ボタン（チャージ）＋キック\nチャージ麗５１〜１００％の必殺技{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[4]: 破壊力\nＬ１ボタン（チャージ）で強化される\n必殺技の破壊力をテストせよ{END}
0525	雑	4	game_dump\DATA\SCREVENT\MSG\R17A.DAT[2]: 書頬が乱雑につまれている{END} | game_dump\DATA\SCREVENT\MSG\R17B.DAT[2]: 書頬が乱雑につまれている{END} | game_dump\DATA\SCREVENT\MSG\R17C.DAT[2]: 書頬が乱雑につまれている{END} | game_dump\DATA\SCREVENT\MSG\R17D.DAT[2]: 書頬が乱雑につまれている{END}
0526	皿	1	game_dump\DATA\SCREVENT\MSG\EV093.DAT[12]: そして、あの生物は…その受け皿{END}
0528	散	6	game_dump\DATA\SCREVENT\MSG\EV049.DAT[0]: よくも…だがまもなく\n人間どもを抹殺するガスが散布される…{END} | game_dump\DATA\SCREVENT\MSG\R06A.DAT[16]: 書頬が散らばっている{END} | game_dump\DATA\SCREVENT\MSG\R06B.DAT[10]: 書頬が散らばっている{END} | game_dump\DATA\SCREVENT\MSG\R06C.DAT[7]: 書頬が散らばっている{END} | game_dump\DATA\SCREVENT\MSG\R06D.DAT[10]: 書頬が散らばっている{END}
0529	残	1	game_dump\DATA\SCREVENT\MSG\EV096.DAT[3]: 博土が俺に分かる何かを残しているはず…{END}
052A	仕	2	game_dump\DATA\SCREVENT\MSG\EV015.DAT[0]: これは…ゴルゴムの仕業か？{END} | game_dump\DATA\SCREVENT\MSG\EV022.DAT[9]: これは…奴等の仕業に間違いない！{END}
052B	使	87	game_dump\DATA\MENU\CONFIG_MSG.DAT[601]: バイブレーション機能を使用します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[602]: バイブレーション機能を使用しません{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[3]: 『発電所ＩＤカードＬＶ１』\n発電所内の通路を使用する為の\nＩＤカード{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[4]: 『エレベーター起動キー』\nエレベーターを動かすのに使用する\nカード式の鍵{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[9]: 『エレベーター起動キー』\nエレベーターを動かすのに使用する\nカード式の鍵{END}
052C	司	4	game_dump\DATA\MEMCARD.DAT[3023]: アジト　司令室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[23]: アジト　司令室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1240]: アジト　司令室{END} | game_dump\DATA\SCREVENT\MSG\MEMCARD.DAT[3023]: アジト　司令室{END}
052D	史	3	game_dump\DATA\SCREVENT\MSG\EV007.DAT[12]: どれか１つの時代でも計画が成功すれば\n歴史は塗り変わる！{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[0]: 我々全員の時代に計画があって、どれか\n一つでも成功すると歴史が変わるって…{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[55]: それぞれの時代で計画を企て人頬の\n歴史を塗り替えようともくろむ{END}
052E	土	34	game_dump\DATA\SCREVENT\MSG\EV014.DAT[3]: 死神博土出現から１週間後{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[0]: ライダーマン…いや結城丈二\n君は…田所博土を知っているのか？{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[1]: …俺は、デストロンが組織されるまでは\n科学者として田所博土のもとにいた{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[2]: やはり…あの写真に写っていたのは\n君か…教えてくれ。博土は一体何者なんだ？{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[3]: 博土の研究は、遺伝子の合成に\nよる究極の人工生命体の生成…{END}
052F	始	15	game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[16]: フォーマットを行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\SCREVENT\MSG\EV028.DAT[0]: ＥＶ０２８が始まります{END}
0530	姿	5	game_dump\DATA\SCREVENT\MSG\EV048.DAT[48]: 皆さんの姿は見えないけど\nすぐ近くに感じます{END} | game_dump\DATA\SCREVENT\MSG\EV072.DAT[6]: …その姿は…いったい{END} | game_dump\DATA\SCREVENT\MSG\EV072.DAT[7]: 我が力により…本来の姿に蘇ったまで…{END} | game_dump\DATA\SCREVENT\MSG\EV072.DAT[8]: 本来の姿！？{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[0]: 奴のあの姿…邪悪な心…\nあえて呼ぶなら…邪眼{END}
0531	子	5	game_dump\DATA\SCREVENT\MSG\EV024.DAT[3]: 博土の研究は、遺伝子の合成に\nよる究極の人工生命体の生成…{END} | game_dump\DATA\SCREVENT\MSG\EV038.DAT[3]: …様子がおかしい…！？{END} | game_dump\DATA\SCREVENT\MSG\EV084.DAT[6]: …お前たち人頬も…元は闇の子供…{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[24]: ファイル『遺伝子融合実験の記録』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\R01GATE.DAT[2]: モニターから電子音が聞こえた{END}
0532	思	10	game_dump\DATA\SCREVENT\MSG\EV002.DAT[4]: 仮面ライダー、今に我々の\n本当の力を思い知らせてやる{END} | game_dump\DATA\SCREVENT\MSG\EV038.DAT[12]: そうだ思い出した{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[23]: その「力」…その「命」\nあとわずかと思え…{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[15]: …どうだ、素晴らしいと思わんか{END} | game_dump\DATA\SCREVENT\MSG\EV074.DAT[10]: ビールスが全て\n無くなったとでも思っているのか{END}
0533	指	5	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[3002]: 『作戦指示書』{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[3003]: 『作戦指示書』{END} | game_dump\DATA\SCREVENT\MSG\EV111.DAT[10]: 影…闇から生まれた者だからこそ…\n俺たちは光を目指す{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[6]: ファイル『入出許可コード変更指示書』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[28]: ファイル『ショッカー首領よりの指示書』を\n入手した{END}
0534	支	6	game_dump\DATA\SCREVENT\MSG\EV074.DAT[4]: 遥かなる時を越え蘇った…\n闇の支配者…{END} | game_dump\DATA\SCREVENT\MSG\EV074.DAT[6]: 闇の支配者？{END} | game_dump\DATA\SCREVENT\MSG\EV089.DAT[6]: 全ての支配者…\n新たなる創世王となるために…{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[2]: そうです。邪眼は世紀王から、闇の\n支配者…創世王になるのが目的なんです{END} | game_dump\DATA\SCREVENT\MSG\EV097.DAT[4]: 闇の支配者である我には勝てん…\n死ぬがいい！！{END}
0535	施	1	game_dump\DATA\SCREVENT\MSG\R01GATE.DAT[0]: モニターが施設内の扉を映し出している\nここは発電所を管理する部屋のようだ{END}
0536	止	30	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1036]: 『重力磁場停止カード』{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[37]: 『重力磁場停止カード』\nムラサキ色のカード{END} | game_dump\DATA\SCREVENT\MSG\EV008.DAT[0]: わ…我々の時空を超えた計画は…\nお前には止められん！{END} | game_dump\DATA\SCREVENT\MSG\EV029.DAT[2]: あのトラックを追えば、コバルト爆弾の\nありかを突き止められるに違いない！{END} | game_dump\DATA\SCREVENT\MSG\EV046.DAT[4]: 奴らの時空を超えた計画の阻止{END}
0537	死	26	game_dump\DATA\SCREVENT\MSG\EV007.DAT[2]: それを見たからには死んでもらう！{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[8]: 死ぬ前に教えてやろう　　{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[14]: 死ね！仮面ライダー！{END} | game_dump\DATA\SCREVENT\MSG\EV012.DAT[0]: 我々のアジトを\n見たヤツは生かしておけん！死ねぇ！{END} | game_dump\DATA\SCREVENT\MSG\EV014.DAT[3]: 死神博土出現から１週間後{END}
0538	私	17	game_dump\DATA\SCREVENT\MSG\EV038.DAT[10]: 私は…{END} | game_dump\DATA\SCREVENT\MSG\EV038.DAT[16]: 突然、現れた女が次々と私たちを…{END} | game_dump\DATA\SCREVENT\MSG\EV042.DAT[12]: 私はね地獄でも決して忘れなかった。\nお前に倒された…{END} | game_dump\DATA\SCREVENT\MSG\EV044.DAT[1]: 私は仮面ライダー。君は？{END} | game_dump\DATA\SCREVENT\MSG\EV045.DAT[4]: 私は仮面ライダー。君は？{END}
0539	紙	4	game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[2]: ファイル『保管記録の紙片』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[19]: ファイル『結城からの手紙』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[26]: ファイル『書きかけの手紙』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\R07B.DAT[22]: ファイル『結城からの手紙』を\n入手した{END}
053A	試	1	game_dump\DATA\SCREVENT\MSG\EV085.DAT[3]: ザンジオー、お前の力を試すがよい{END}
053B	誌	1	game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[10]: ファイル『ショッカー科学員の日誌』を\n入手した{END}
053C	資	11	game_dump\DATA\SCREVENT\MSG\EV056.DAT[7]: 不完全な人間どもにその資覚を\n求める事など、そもそも間違いなのだ{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[8]: ならば、完全な資覚を持った\n肉体を造るまでの事{END} | game_dump\DATA\SCREVENT\MSG\EV061.DAT[3]: きっと、奴らが運んでたのは\n基地を造るための資材なんだ{END} | game_dump\DATA\SCREVENT\MSG\R17A.DAT[4]: 何かの研究資料のようだが…{END} | game_dump\DATA\SCREVENT\MSG\R17B.DAT[4]: 何かの研究資料のようだが…{END}
053D	事	22	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[504]: 返事がない{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[8]: 何？どういう事だ？\n…結城、君は何を知っている！？{END} | game_dump\DATA\SCREVENT\MSG\EV032.DAT[0]: ここまで来られた事はほめてやろう\nだが、ここがお前の墓場だ！{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[44]: この空間でした事は、この時間軸の\n中ですぐに影響するに違いない{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[7]: 不完全な人間どもにその資覚を\n求める事など、そもそも間違いなのだ{END}
053E	字	9	game_dump\DATA\MENU\CONFIG_MSG.DAT[500]: 字幕の表示切替を行います{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[501]: 字幕を表示します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[502]: 字幕を表示しません{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[25]: むぅ…おのれ一文字隼人…やれっ！{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[30]: …一文字{END}
053F	持	21	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[501]: は持てない{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[2001]: は持てない{END} | game_dump\DATA\SCREVENT\MSG\EV013.DAT[3]: 過去にもアギトの力を持つ人がいたと\nしたらきっとこの場所にくるはずだ！{END} | game_dump\DATA\SCREVENT\MSG\EV018.DAT[5]: まさか仮面ライダーにも我が輩と\n同じ名を持つ者がいるとは…{END} | game_dump\DATA\SCREVENT\MSG\EV018.DAT[7]: この世にブラックの名を持つ者は\n１人で十分だ！{END}
0540	時	57	game_dump\DATA\MEMCARD.DAT[3024]: ？？？　時空制御室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[24]: ？？？　時空制御室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1250]: ？？？　時空制御室{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[5]: 仮面ライダー！この時代にも\n仮面ライダーがいるのか！？{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[6]: 仮面ライダー？この時代？{END}
0541	次	4	game_dump\DATA\SCREVENT\MSG\EV038.DAT[16]: 突然、現れた女が次々と私たちを…{END} | game_dump\DATA\SCREVENT\MSG\EV091.DAT[13]: 次期創世王の座をかけた戦いは、俺と…\nお前だけのもの、誰にも邪魔はさせん！{END} | game_dump\DATA\SCREVENT\MSG\EV095.DAT[6]: 次の狙いは創世王になる事…{END} | game_dump\DATA\SCREVENT\MSG\EV109.DAT[1]: …次は我々の番だ\nお前との決着を楽しみにしている{END}
0542	磁	15	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1020]: 『電磁キー』{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1036]: 『重力磁場停止カード』{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[21]: 『電磁キー』\n一定間隔で磁気をおびさせた鍵\n専用の機城で磁気の設定ができる{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[37]: 『重力磁場停止カード』\nムラサキ色のカード{END} | game_dump\DATA\SCREVENT\MSG\EV023.DAT[1]: ここから先には行かせん！\nこの電磁ムチで黒コゲになるがよい！{END}
0543	示	16	game_dump\DATA\MENU\CONFIG_MSG.DAT[300]: 変身シーンの表示変更をします{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[301]: すべての変身シーンを表示します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[400]: ゲージの表示切替を行います{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[401]: ゲージを表示します{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[402]: ゲージを表示しません{END}
0544	自	5	game_dump\DATA\SCREVENT\MSG\EV092.DAT[0]: こうして、それぞれの仮面ライダーは\n自分たちの時代へと戻っていった…{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[20]: 皆は、自分の時代のカプセルが\n消滅するか確認してくれ{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[36]: …いいんだよ…私はこの装置を通して\n見たんだ…自分の未来を…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[42]: …結城、私は自分のした事\n全てが間違っているとは思わない{END} | game_dump\DATA\SCREVENT\MSG\EV108.DAT[11]: だから俺は、新しい自分の運命を\n探す事にした…{END}
0545	式	3	game_dump\DATA\MENU\ITEM_MSG.DAT[4]: 『エレベーター起動キー』\nエレベーターを動かすのに使用する\nカード式の鍵{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[9]: 『エレベーター起動キー』\nエレベーターを動かすのに使用する\nカード式の鍵{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[25]: 『ＩＣレコーダー』\n所長の声が録音された\nＩＣ式のレコーダー{END}
0546	識	2	game_dump\DATA\SCREVENT\MSG\EV095.DAT[20]: 邪眼の意識に触れ、時空を制御した…\n田所博土…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[2]: 博土の意識はこの中にある…たとえ奴…\n邪眼に操られていたとしても、{END}
